cabang,latitude_cabang,longitude_cabang,lama_beroperasi_bulan,Omset Jan25,Omset Jan26,Persen Growth,Kategori_By_StdDev,Kategori_Percentile,Kategori_KPI_Atasan,Kategori_ZScore,Kategori_IQR
BR-0464,-5.887830134,107.128776,22,111092460.2,73012827.93,-34.28,Sedang,Bawah,Kurang,Normal,Normal
BR-0465,-6.377292075,103.2499051,41,50000000,64463061.09,28.93,Sedang,Tengah,Baik,Normal,Normal
BR-0466,-6.540254399,109.1436723,118,161829180.8,229919518.8,42.08,Sedang,Tengah,Baik,Normal,Normal
BR-0467,-5.28754995,105.1752398,5,53861578.03,79289202.61,47.21,Sedang,Tengah,Baik,Normal,Normal
BR-0468,-5.072538435,111.5288444,42,57828934.82,24594583.47,-57.47,Sedang,Bawah,Kurang,Normal,Normal
BR-0469,-7.004551721,109.5457202,87,50000000,44772894.6,-10.45,Sedang,Bawah,Kurang,Normal,Normal
BR-0470,-7.072527361,105.7272953,81,55238828.32,46880900.77,-15.13,Sedang,Bawah,Kurang,Normal,Normal
BR-0471,-6.621377546,110.0481409,76,153793108.7,190696500.5,24,Sedang,Tengah,Baik,Normal,Normal
BR-0472,-9.661681747,107.0152388,87,50000000,69614891.6,39.23,Sedang,Tengah,Baik,Normal,Normal
BR-0473,-8.481586593,108.9775342,80,141269395.5,254099024.4,79.87,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0474,-4.158488599,108.057432,67,80423267.47,80585224.48,0.2,Sedang,Tengah,Cukup,Normal,Normal
BR-0475,-3.74134843,104.7297084,30,50000000,50048550.03,0.1,Sedang,Tengah,Cukup,Normal,Normal
BR-0476,-6.582354059,105.2367254,57,50000000,82993440.38,65.99,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0477,-5.343964555,109.420502,86,179526936.1,236729742.9,31.86,Sedang,Tengah,Baik,Normal,Normal
BR-0478,-5.741924768,106.0086617,73,50000000,85353030.22,70.71,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0479,-1.590478787,105.8364788,29,50000000,65774560.06,31.55,Sedang,Tengah,Baik,Normal,Normal
BR-0480,-4.529437633,104.4577936,111,129914711.2,95767064.9,-26.28,Sedang,Bawah,Kurang,Normal,Normal
BR-0481,-6.400676387,107.9045977,37,80448816.94,53639140.74,-33.33,Sedang,Bawah,Kurang,Normal,Normal
BR-0482,-7.642110661,112.0019123,87,50000000,28969755.02,-42.06,Sedang,Bawah,Kurang,Normal,Normal
BR-0483,-8.61846948,104.1767677,13,74773566.04,109529869.9,46.48,Sedang,Tengah,Baik,Normal,Normal
BR-0484,-5.903604546,106.9061486,32,50000000,83771936.46,67.54,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0485,-7.343326118,110.3761514,46,127101029.9,246543569,93.97,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0486,-8.342180564,106.6464965,116,124127842.3,190814549.1,53.72,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0487,-7.178659326,107.9765295,111,90350193.74,150445308.8,66.51,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0488,-7.831122005,104.1896162,112,81572001.06,159927372.9,96.06,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0489,-3.678087547,107.9163677,23,188897080.1,139299067.7,-26.26,Sedang,Bawah,Kurang,Normal,Normal
BR-0490,-4.886340365,106.3777393,45,65647612.86,101099407,54,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0491,-6.220758962,109.309925,17,50000000,68353615.04,36.71,Sedang,Tengah,Baik,Normal,Normal
BR-0492,-3.988883792,109.8140651,119,85985079.73,106877540.9,24.3,Sedang,Tengah,Baik,Normal,Normal
BR-0493,-6.092747539,113.3195091,104,229549265.7,377523183.5,64.46,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0494,-7.500726302,108.2946829,85,50000000,66463709.65,32.93,Sedang,Tengah,Baik,Normal,Normal
BR-0495,-3.924113884,107.6600908,66,52858143.21,90573842.03,71.35,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0496,-5.400434934,107.3315608,101,84297909.38,144823322.2,71.8,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0497,-7.764669231,105.9626843,6,63570309.69,90122874.17,41.77,Sedang,Tengah,Baik,Normal,Normal
BR-0498,-6.494308017,107.6918096,108,50000000,76916057.45,53.83,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0499,-7.52222738,106.1070965,18,128715450.2,180925657.4,40.56,Sedang,Tengah,Baik,Normal,Normal
BR-0500,-8.282999596,107.2667524,94,264149142,268251934.7,1.55,Sedang,Tengah,Cukup,Normal,Normal
BR-0501,-4.819533679,110.1395938,22,73859771.63,110983603.6,50.26,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0502,-3.344675039,104.3292436,118,50000000,32110098.62,-35.78,Sedang,Bawah,Kurang,Normal,Normal
BR-0503,-8.306651361,109.6952964,33,50000000,81077831.05,62.16,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0504,-5.364346145,110.1383877,30,76651948.89,55357334.13,-27.78,Sedang,Bawah,Kurang,Normal,Normal
BR-0505,-7.184763854,106.5504287,81,127334291.9,167358174,31.43,Sedang,Tengah,Baik,Normal,Normal
BR-0506,-6.939488076,101.5409628,107,87320921.95,75265257.21,-13.81,Sedang,Bawah,Kurang,Normal,Normal
BR-0507,-7.097390886,105.326045,32,65565335.73,369388676.8,463.39,Tinggi,Atas,Sangat Baik,Extreme Superstar,Extreme High
BR-0508,-7.504786155,110.0880864,42,50000000,59321495.48,18.64,Sedang,Tengah,Baik,Normal,Normal
BR-0509,-6.136017558,106.7884298,115,50000000,28104880.84,-43.79,Sedang,Bawah,Kurang,Normal,Normal
BR-0510,-7.455225175,104.3473444,78,108347129.8,148249194.8,36.83,Sedang,Tengah,Baik,Normal,Normal
BR-0511,-5.803114761,105.5836627,10,113607828.3,110066864.2,-3.12,Sedang,Tengah,Kurang,Normal,Normal
BR-0512,-6.284157164,108.9471501,111,50000000,77622934.42,55.25,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0513,-6.56722207,108.2124339,115,170441619.2,204620324.1,20.05,Sedang,Tengah,Baik,Normal,Normal
BR-0514,-7.570145493,106.2482698,36,92659564,125847291.2,35.82,Sedang,Tengah,Baik,Normal,Normal
BR-0515,-7.073956996,105.928539,34,152055597.8,124225229.4,-18.3,Sedang,Bawah,Kurang,Normal,Normal
BR-0516,-5.075713161,105.8662046,73,50000000,48213355.37,-3.57,Sedang,Tengah,Kurang,Normal,Normal
BR-0517,-5.457424219,104.5395745,106,50000000,50827227.28,1.65,Sedang,Tengah,Cukup,Normal,Normal
BR-0518,-7.675132867,110.8840392,28,60045815.12,92631537.64,54.27,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0519,-6.059801542,106.0397988,11,88779884.48,166102799,87.1,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0520,-5.081719315,109.8884963,78,192925853.4,169375645.1,-12.21,Sedang,Bawah,Kurang,Normal,Normal
BR-0521,-8.712907922,110.6488901,39,100297100.9,163558419.9,63.07,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0522,-5.393759711,109.3413772,119,56762771.3,18852564.34,-66.79,Sedang,Bawah,Kurang,Normal,Normal
BR-0523,-7.202735638,105.7665492,47,50000000,36116211.98,-27.77,Sedang,Bawah,Kurang,Normal,Normal
BR-0524,-5.352901997,107.8549252,118,137344145.3,574346088.1,318.18,Tinggi,Atas,Sangat Baik,High Performer,Extreme High
BR-0525,-7.353688735,106.785111,19,50000000,32949826.21,-34.1,Sedang,Bawah,Kurang,Normal,Normal
BR-0526,-8.916123151,104.5863453,118,174438208.9,98830521.71,-43.34,Sedang,Bawah,Kurang,Normal,Normal
BR-0527,-8.650113657,107.6564982,15,55360074.24,75577549.26,36.52,Sedang,Tengah,Baik,Normal,Normal
BR-0528,-6.13667258,103.8980005,28,170517628.7,190020228,11.44,Sedang,Tengah,Baik,Normal,Normal
BR-0529,-5.819216247,109.8147985,24,98676637.48,133387344.5,35.18,Sedang,Tengah,Baik,Normal,Normal
BR-0530,-7.565274938,105.6840568,72,60478755.12,89278077.55,47.62,Sedang,Tengah,Baik,Normal,Normal
BR-0531,-5.250911312,107.3484991,107,50000000,65312339.86,30.62,Sedang,Tengah,Baik,Normal,Normal
BR-0532,-8.701080093,107.5538197,9,53514075.65,78296726.13,46.31,Sedang,Tengah,Baik,Normal,Normal
BR-0533,-6.307919698,106.1983376,47,84900455.42,99519217.39,17.22,Sedang,Tengah,Baik,Normal,Normal
BR-0534,-8.0253243,108.3123345,33,68771082.2,49872970.69,-27.48,Sedang,Bawah,Kurang,Normal,Normal
BR-0535,-7.186554162,105.6583409,62,50000000,81156283.62,62.31,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0536,-6.137701993,109.0238432,97,59448512.15,57329478.66,-3.56,Sedang,Tengah,Kurang,Normal,Normal
BR-0537,-7.499420048,103.4806508,19,68829722.17,56836933.28,-17.42,Sedang,Bawah,Kurang,Normal,Normal
BR-0538,-6.785633316,107.1615489,67,50000000,56441642.48,12.88,Sedang,Tengah,Baik,Normal,Normal
BR-0539,-4.699360786,111.6929225,74,86434794.68,72162303.86,-16.51,Sedang,Bawah,Kurang,Normal,Normal
BR-0540,-7.074137804,104.3447717,40,50000000,51651392.36,3.3,Sedang,Tengah,Cukup,Normal,Normal
BR-0541,-4.955261832,105.1512376,47,50000000,66881078.43,33.76,Sedang,Tengah,Baik,Normal,Normal
BR-0542,-7.903360282,108.1303696,106,50000000,66966834.78,33.93,Sedang,Tengah,Baik,Normal,Normal
BR-0543,-5.414093733,107.2945545,65,50000000,42043398.67,-15.91,Sedang,Bawah,Kurang,Normal,Normal
BR-0544,-4.046447069,107.7221752,29,50000000,50245892.54,0.49,Sedang,Tengah,Cukup,Normal,Normal
BR-0545,-9.91626675,108.0685678,50,50000000,81486660.1,62.97,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0546,-7.404142883,108.4324037,98,211970035.9,296452823.4,39.86,Sedang,Tengah,Baik,Normal,Normal
BR-0547,-5.343191809,109.6198496,115,50000000,101501300.8,103,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0548,-6.513368079,107.8701466,13,73049661.6,122142779.4,67.21,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0549,-5.65208119,106.2424559,118,83494292.31,48622686.37,-41.77,Sedang,Bawah,Kurang,Normal,Normal
BR-0550,-7.11477778,108.5270343,1,71031863.2,45805080.23,-35.51,Sedang,Bawah,Kurang,Normal,Normal
BR-0551,-6.078915319,111.5953048,34,62678805.84,94365708.87,50.55,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0552,-6.442315853,106.5140156,93,50000000,58937863.97,17.88,Sedang,Tengah,Baik,Normal,Normal
BR-0553,-4.457126908,104.4092767,48,156811739,153613920.9,-2.04,Sedang,Tengah,Kurang,Normal,Normal
BR-0554,-5.827168735,109.6133017,111,194184245.7,246071467.7,26.72,Sedang,Tengah,Baik,Normal,Normal
BR-0555,-5.702396007,106.5446471,77,50000000,78904230.69,57.81,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0556,-6.826615449,101.4139261,48,50000000,33529224.34,-32.94,Sedang,Bawah,Kurang,Normal,Normal
BR-0557,-6.940209336,108.9641542,49,55512223.33,47108254.45,-15.14,Sedang,Bawah,Kurang,Normal,Normal
BR-0558,-6.857637282,105.5072795,117,50000000,74849178.27,49.7,Sedang,Atas,Baik,Normal,Normal
BR-0559,-5.617121786,106.6192668,64,88949498.32,84054161.19,-5.5,Sedang,Tengah,Kurang,Normal,Normal
BR-0560,-6.840276721,107.6755508,61,50000000,64333662.38,28.67,Sedang,Tengah,Baik,Normal,Normal
BR-0561,-5.774137715,107.3218492,29,240693197.4,259626117.8,7.87,Sedang,Tengah,Cukup,Normal,Normal
BR-0562,-3.095698802,108.6192295,39,134131223.2,149214748.7,11.25,Sedang,Tengah,Baik,Normal,Normal
BR-0563,-4.902112945,105.7568841,88,74592044.57,112372705.6,50.65,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0564,-6.697835298,108.1283645,26,121593218.6,95319661.39,-21.61,Sedang,Bawah,Kurang,Normal,Normal
BR-0565,-4.406979117,106.1967333,17,127488950.3,252183091.7,97.81,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0566,-6.82091306,108.6926262,71,50000000,23578278.61,-52.84,Sedang,Bawah,Kurang,Normal,Normal
BR-0567,-9.265986803,108.3840187,13,50000000,102395745,104.79,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0568,-7.720929466,104.5070032,69,68811802.61,92764142.13,34.81,Sedang,Tengah,Baik,Normal,Normal
BR-0569,-9.014987882,109.5605553,26,110109036.6,157866151.9,43.37,Sedang,Tengah,Baik,Normal,Normal
BR-0570,-6.736070226,105.5056914,49,71373430.71,82779598.1,15.98,Sedang,Tengah,Baik,Normal,Normal
BR-0571,-6.181172431,108.8657445,67,50000000,58852185.94,17.7,Sedang,Tengah,Baik,Normal,Normal
BR-0572,-3.694144032,107.7638183,7,50000000,68211001.71,36.42,Sedang,Tengah,Baik,Normal,Normal
BR-0573,-5.718408939,111.4410592,58,62809461.56,69566014.09,10.76,Sedang,Tengah,Baik,Normal,Normal
BR-0574,-6.537450793,106.286935,49,62745701.86,110261296.6,75.73,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0575,-4.964691628,105.972308,103,214436733.9,329318993.8,53.57,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0576,-9.525502964,106.797051,53,50000000,77456487.02,54.91,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0577,-5.855378163,106.0876505,65,88929416.95,72347398.71,-18.65,Sedang,Bawah,Kurang,Normal,Normal
BR-0578,-5.052502209,108.8454548,113,160445979.1,187440153.5,16.82,Sedang,Tengah,Baik,Normal,Normal
BR-0579,-8.426679369,102.8048235,62,256559162.1,277036077.7,7.98,Sedang,Tengah,Cukup,Normal,Normal
BR-0580,-4.493168935,104.211394,17,51513864.66,41095672.32,-20.22,Sedang,Bawah,Kurang,Normal,Normal
BR-0581,-5.701055389,104.1760927,43,88177084.27,118515792.2,34.41,Sedang,Tengah,Baik,Normal,Normal
BR-0582,-6.831731871,109.221369,25,92420208.03,72339210.1,-21.73,Sedang,Bawah,Kurang,Normal,Normal
BR-0583,-5.259627201,111.1221334,3,73830984.01,107952824.7,46.22,Sedang,Tengah,Baik,Normal,Normal
BR-0584,-2.802760713,106.584477,79,61879090.1,47765916.06,-22.81,Sedang,Bawah,Kurang,Normal,Normal
BR-0585,-5.936000617,106.4235457,29,85291489.3,160997600.8,88.76,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0586,-5.836469121,107.0207304,117,50000000,42073346.83,-15.85,Sedang,Bawah,Kurang,Normal,Normal
BR-0587,-6.897841349,109.7502958,107,98862612.73,127307456.1,28.77,Sedang,Tengah,Baik,Normal,Normal
BR-0588,-7.483566554,104.5272172,32,70823876.62,107421670.4,51.67,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0589,-4.963296275,107.4415225,26,57455141.99,55831679.61,-2.83,Sedang,Tengah,Kurang,Normal,Normal
BR-0590,-7.492925739,109.2835941,16,224215301.9,345512968,54.1,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0591,-6.101450644,108.0983354,25,50000000,35416328.04,-29.17,Sedang,Bawah,Kurang,Normal,Normal
BR-0592,-6.92528617,107.319554,54,51554724.16,91811079.97,78.08,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0593,-5.490330261,109.3482152,28,216896747.7,261503669.1,20.57,Sedang,Tengah,Baik,Normal,Normal
BR-0594,-5.708306842,100.0875193,73,50000000,48071771.84,-3.86,Sedang,Tengah,Kurang,Normal,Normal
BR-0595,-4.652490084,108.5402883,120,50000000,54016364.55,8.03,Sedang,Tengah,Cukup,Normal,Normal
BR-0596,-6.973824598,105.2104108,56,60115889.32,91590627.69,52.36,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0597,-6.613612403,102.2690178,65,108736783.5,105063424.8,-3.38,Sedang,Tengah,Kurang,Normal,Normal
BR-0598,-7.676945574,108.1236065,93,74378799.36,66960029.14,-9.97,Sedang,Bawah,Kurang,Normal,Normal
BR-0599,-6.87523989,110.2797464,86,50000000,55569268.05,11.14,Sedang,Tengah,Baik,Normal,Normal
BR-0600,-5.64284926,106.5019787,80,50000000,36460757.74,-27.08,Sedang,Bawah,Kurang,Normal,Normal
BR-0601,-5.073317075,109.2277864,41,50000000,96410878.16,92.82,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0602,-7.592047986,110.8762956,115,62687170.84,61022335.21,-2.66,Sedang,Tengah,Kurang,Normal,Normal
BR-0603,-4.90439112,110.1328861,108,84774571.82,129929469,53.26,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0604,-4.175343212,110.9455113,51,84386960.7,108334970.3,28.38,Sedang,Tengah,Baik,Normal,Normal
BR-0605,-5.588647645,108.7009187,118,50000000,40309318.99,-19.38,Sedang,Bawah,Kurang,Normal,Normal
BR-0606,-3.393606281,107.0341841,105,124319396.8,148887161.8,19.76,Sedang,Tengah,Baik,Normal,Normal
BR-0607,-7.369483799,102.8406855,71,76403671.37,115644681.9,51.36,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0608,-8.075782055,106.2304438,78,150687577.6,169477635.3,12.47,Sedang,Tengah,Baik,Normal,Normal
BR-0609,-8.876880373,104.7374835,29,85713337.06,143762281.3,67.72,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0610,-3.964733533,112.2729568,83,127139284.9,204517036.4,60.86,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0611,-5.227251515,106.4058855,19,86870337.11,136174981.8,56.76,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0612,-6.292177006,107.153612,66,147263705.7,149640143,1.61,Sedang,Tengah,Cukup,Normal,Normal
BR-0613,-5.788847061,108.2243134,41,89822888.3,68989638.93,-23.19,Sedang,Bawah,Kurang,Normal,Normal
BR-0614,-7.897033571,106.9546061,45,61913626.59,59100578.35,-4.54,Sedang,Tengah,Kurang,Normal,Normal
BR-0615,-2.540172031,111.0832276,15,256710829.5,328203865.2,27.85,Sedang,Tengah,Baik,Normal,Normal
BR-0616,-6.014968227,105.2889766,3,111934257.8,158758001.7,41.83,Sedang,Tengah,Baik,Normal,Normal
BR-0617,-6.044707808,107.3321186,11,92641397.1,30698712.98,-66.86,Sedang,Bawah,Kurang,Normal,Normal
BR-0618,-5.120150064,104.9894235,53,50000000,59837735.97,19.68,Sedang,Tengah,Baik,Normal,Normal
BR-0619,-5.487286152,103.5455437,46,50000000,63161784.51,26.32,Sedang,Tengah,Baik,Normal,Normal
BR-0620,-5.872973964,105.3161773,30,78266426.55,85230753,8.9,Sedang,Tengah,Cukup,Normal,Normal
BR-0621,-7.394511683,106.753008,57,71650645.31,122989015.9,71.65,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0622,-5.501597464,105.7723444,104,50000000,68435601.49,36.87,Sedang,Tengah,Baik,Normal,Normal
BR-0623,-3.385763255,105.1145476,18,71455798.93,123195282.5,72.41,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0624,-4.190669931,103.3298063,51,170317714,189668496,11.36,Sedang,Tengah,Baik,Normal,Normal
BR-0625,-3.81902006,106.6378361,48,99656664.83,1955430766,1862.17,Tinggi,Atas,Sangat Baik,Extreme Superstar,Extreme High
BR-0626,-6.975623515,103.0837991,66,50000000,92701327.89,85.4,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0627,-7.69320723,108.7457399,96,61410703.6,105913651.4,72.47,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0628,-6.39748038,107.0516994,8,50000000,38157168.13,-23.69,Sedang,Bawah,Kurang,Normal,Normal
BR-0629,-6.125212632,103.2017213,22,52032550.41,57159295.18,9.85,Sedang,Tengah,Cukup,Normal,Normal
BR-0630,-4.567512722,106.0725773,6,51229730.77,54402598.95,6.19,Sedang,Tengah,Cukup,Normal,Normal
BR-0631,-8.747496945,104.965209,76,50000000,69785090.7,39.57,Sedang,Tengah,Baik,Normal,Normal
BR-0632,-3.914474521,107.6435363,111,50000000,73727071.1,47.45,Sedang,Tengah,Baik,Normal,Normal
BR-0633,-6.445811848,110.1967261,57,60818658.99,52574259.8,-13.56,Sedang,Bawah,Kurang,Normal,Normal
BR-0634,-6.849121605,102.1576688,104,50000000,61356770.28,22.71,Sedang,Tengah,Baik,Normal,Normal
BR-0635,-7.726956563,107.1331652,36,50000000,19601453.36,-60.8,Sedang,Bawah,Kurang,Normal,Normal
BR-0636,-8.691085008,106.445268,79,225038760.6,399843919.5,77.68,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0637,-4.974044124,108.5239502,92,126185271.4,125560692.6,-0.49,Sedang,Tengah,Kurang,Normal,Normal
BR-0638,-6.098823049,107.3785916,116,52389647.61,64038253.98,22.23,Sedang,Tengah,Baik,Normal,Normal
BR-0639,-8.14374135,104.9656767,57,66405565.58,71461692.94,7.61,Sedang,Tengah,Cukup,Normal,Normal
BR-0640,-8.151418158,106.0479652,49,50000000,82920551.5,65.84,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0641,-6.712477049,104.8555354,45,181621194.4,11804909.68,-93.5,Sedang,Bawah,Kurang,Normal,Normal
BR-0642,-3.705267712,109.5356178,82,204969801.6,244601914.5,19.34,Sedang,Tengah,Baik,Normal,Normal
BR-0643,-6.598187027,106.8988791,66,72132570.22,83505892.68,15.77,Sedang,Tengah,Baik,Normal,Normal
BR-0644,-8.46351443,111.5985767,77,121341371.9,123591701.6,1.85,Sedang,Tengah,Cukup,Normal,Normal
BR-0645,-6.577414596,106.693948,45,72941774.22,137895739.8,89.05,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0646,-6.617885355,105.0745831,118,50000000,42253410.82,-15.49,Sedang,Bawah,Kurang,Normal,Normal
BR-0647,-10.25412996,103.061314,79,51284851.73,206903393.2,303.44,Tinggi,Atas,Sangat Baik,High Performer,Extreme High
BR-0648,-6.2902423,102.3377508,20,71068643.66,95409733.39,34.25,Sedang,Tengah,Baik,Normal,Normal
BR-0649,-6.555201795,102.8852601,64,50000000,85230385.05,70.46,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0650,-5.164490453,107.5134166,93,57587036.15,53735866.6,-6.69,Sedang,Tengah,Kurang,Normal,Normal
BR-0651,-3.435365858,108.1174126,106,62156146.29,56363966.7,-9.32,Sedang,Bawah,Kurang,Normal,Normal
BR-0652,-4.518952456,102.8926232,93,62549756.46,102483270.1,63.84,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0653,-6.612133036,109.0831958,67,67751360.2,92828071.11,37.01,Sedang,Tengah,Baik,Normal,Normal
BR-0654,-7.868588863,105.6379474,83,50000000,29101253.07,-41.8,Sedang,Bawah,Kurang,Normal,Normal
BR-0655,-2.348760295,107.2125825,3,50000000,272175135.3,444.35,Tinggi,Atas,Sangat Baik,Extreme Superstar,Extreme High
BR-0656,-6.119972349,110.8761516,54,50000000,67727653.08,35.46,Sedang,Tengah,Baik,Normal,Normal
BR-0657,-6.187906062,109.0876983,78,118058323.8,181232004.5,53.51,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0658,-6.244987631,106.1742734,64,50000000,56251848.06,12.5,Sedang,Tengah,Baik,Normal,Normal
BR-0659,-5.911672859,104.6176194,40,131189605.6,4499489.15,-96.57,Sedang,Bawah,Kurang,Normal,Normal
BR-0660,-6.425340618,101.4660615,59,150851978.4,212594075.1,40.93,Sedang,Tengah,Baik,Normal,Normal
BR-0661,-7.06929301,105.0477167,55,54772108.2,38990715.09,-28.81,Sedang,Bawah,Kurang,Normal,Normal
BR-0662,-7.029088412,106.3177744,62,50000000,19653224.04,-60.69,Sedang,Bawah,Kurang,Normal,Normal
BR-0663,-6.257929905,104.3776512,4,52862970.59,101616502.6,92.23,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0664,-7.023937157,106.5174576,60,63179440.85,96386071.27,52.56,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0665,-7.278068674,107.0377297,116,50000000,62572349.01,25.14,Sedang,Tengah,Baik,Normal,Normal
BR-0666,-6.049154658,106.28346,75,50000000,55486872.39,10.97,Sedang,Tengah,Baik,Normal,Normal
BR-0667,-6.591265826,105.2205935,95,164449998.1,288710019.3,75.56,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0668,-3.952810517,107.2672367,107,97850982.96,142366318.2,45.49,Sedang,Tengah,Baik,Normal,Normal
BR-0669,-10.18525471,107.9504516,96,50000000,92326000.85,84.65,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0670,-4.571539722,104.1196023,91,50000000,32145290.56,-35.71,Sedang,Bawah,Kurang,Normal,Normal
BR-0671,-4.339672211,110.3729309,30,53961943.68,64008564.89,18.62,Sedang,Tengah,Baik,Normal,Normal
BR-0672,-9.318885349,106.5991297,107,57766866.91,31963253.75,-44.67,Sedang,Bawah,Kurang,Normal,Normal
BR-0673,-6.722831391,106.8927241,2,88429794.48,98002060.39,10.82,Sedang,Tengah,Baik,Normal,Normal
BR-0674,-6.765961299,108.6161361,62,50000000,55027682.92,10.06,Sedang,Tengah,Baik,Normal,Normal
BR-0675,-8.320067542,107.4286403,49,89245338.29,129463344.4,45.06,Sedang,Tengah,Baik,Normal,Normal
BR-0676,-7.375525031,109.2284416,9,209679854.7,255437356.8,21.82,Sedang,Tengah,Baik,Normal,Normal
BR-0677,-7.874663768,107.5634104,92,107102900.1,155230965.1,44.94,Sedang,Tengah,Baik,Normal,Normal
BR-0678,-3.580394335,105.3145066,31,63792545.23,94500748.88,48.14,Sedang,Tengah,Baik,Normal,Normal
BR-0679,-4.80528241,107.7493588,98,58826895.65,121299380.6,106.2,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0680,-4.301467358,103.9862845,61,53010264.34,56926733.59,7.39,Sedang,Tengah,Cukup,Normal,Normal
BR-0681,-5.126291904,107.1169993,120,133336230.8,109814509,-17.64,Sedang,Bawah,Kurang,Normal,Normal
BR-0682,-7.902377657,106.762525,79,50000000,64921672.31,29.84,Sedang,Tengah,Baik,Normal,Normal
BR-0683,-6.995580399,106.3253079,48,67465952.78,59308508.77,-12.09,Sedang,Bawah,Kurang,Normal,Normal
BR-0684,-5.474738158,106.5242562,25,67708260.12,51154709.19,-24.45,Sedang,Bawah,Kurang,Normal,Normal
BR-0685,-8.041991713,102.1409774,36,50000000,54335639.22,8.67,Sedang,Tengah,Cukup,Normal,Normal
BR-0686,-5.139302355,105.4737877,8,50000000,48688472.64,-2.62,Sedang,Tengah,Kurang,Normal,Normal
BR-0687,-6.569288097,107.0777123,73,79700363.31,80614822.28,1.15,Sedang,Tengah,Cukup,Normal,Normal
BR-0688,-6.771031211,107.245241,58,63300109.49,94150492.02,48.74,Sedang,Atas,Baik,Normal,Normal
BR-0689,-5.142360048,104.2764121,101,88644476.49,332999474.4,275.66,Tinggi,Atas,Sangat Baik,High Performer,Extreme High
BR-0690,-5.542405033,110.0098696,112,50000000,47166663.6,-5.67,Sedang,Tengah,Kurang,Normal,Normal
BR-0691,-6.750249249,104.6801629,45,136589792.8,254895780.8,86.61,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0692,-4.469805295,109.269243,62,50000000,42876603.19,-14.25,Sedang,Bawah,Kurang,Normal,Normal
BR-0693,-7.830394991,107.9135859,39,183408079.4,222698937.5,21.42,Sedang,Tengah,Baik,Normal,Normal
BR-0694,-5.28489659,105.2300317,96,50000000,73046123.03,46.09,Sedang,Tengah,Baik,Normal,Normal
BR-0695,-5.319148113,111.2838772,58,85229829.22,46660429.92,-45.25,Sedang,Bawah,Kurang,Normal,Normal
